DBInstanceIdentifier,DBInstanceClass,Engine,DBInstanceStatus,MasterUsername,DBName,AllocatedStorage,InstanceCreateTime,PreferredBackupWindow,BackupRetentionPeriod,DBSecurityGroups,VpcSecurityGroups,DBParameterGroups,AvailabilityZone,PreferredMaintenanceWindow,MultiAZ,EngineVersion,AutoMinorVersionUpgrade,ReadReplicaDBInstanceIdentifiers,LicenseModel,OptionGroupMemberships,PubliclyAccessible,StorageType,DbInstancePort,DBClusterIdentifier,StorageEncrypted,KmsKeyId,DbiResourceId,CACertificateIdentifier,DomainMemberships,CopyTagsToSnapshot,MonitoringInterval,EnhancedMonitoringResourceArn,MonitoringRoleArn,PromotionTier,DBInstanceArn,IAMDatabaseAuthenticationEnabled,PerformanceInsightsEnabled,PerformanceInsightsKMSKeyId,PerformanceInsightsRetentionPeriod,EnabledCloudwatchLogsExports,DeletionProtection,AssociatedRoles,TagList,CustomerOwnedIpEnabled,BackupTarget,Endpoint.Address,Endpoint.Port,Endpoint.HostedZoneId,DBSubnetGroup.DBSubnetGroupName,DBSubnetGroup.DBSubnetGroupDescription,DBSubnetGroup.VpcId,DBSubnetGroup.SubnetGroupStatus,DBSubnetGroup.Subnets,LatestRestorableTime,SecondaryAvailabilityZone,MaxAllocatedStorage,ActivityStreamStatus,ReadReplicaSourceDBInstanceIdentifier,StatusInfos,Iops
deal-management-prod-1,db.r6g.4xlarge,aurora-mysql,available,gds_admin,deal_management_production,1,2022-04-05 09:32:43.423000+00:00,09:58-10:28,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1c,sun:09:16-sun:09:46,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,deal-management-prod,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,db-WKWZJIZ2R7PUW7PD57WOGSTHWI,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-WKWZJIZ2R7PUW7PD57WOGSTHWI,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:deal-management-prod-1,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/Deal Management Services'}, {'Key': 'TenantTeam', 'Value': 'dms-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'Deal Management Services'}, {'Key': 'environment', 'Value': 'deal-management-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-28888'}]",False,region,deal-management-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
deal-perf-v2-prod,db.r5.4xlarge,postgres,available,gds_admin,deal_perf_v2_prod,6600,2021-04-21 09:00:58.961000+00:00,03:00-06:00,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1a,mon:00:00-mon:03:00,True,11.15,False,"['deal-perf-v2-prod-2', 'deal-perf-v2-prod-3', 'deal-perf-v2-prod-1']",postgresql-license,"[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]",False,io1,0,nan,False,nan,db-3QYLVUFA64VXSTPVP7DAHCDS3E,rds-ca-2019,[],True,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-3QYLVUFA64VXSTPVP7DAHCDS3E,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,nan,arn:aws:rds:us-west-1:497256801702:db:deal-perf-v2-prod,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,nan,True,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/deal_performance_service_v2'}, {'Key': 'TenantTeam', 'Value': 'core-ranking-team@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'deal_performance_service_v2'}, {'Key': 'environment', 'Value': 'deal-perf-v2-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-29219'}]",False,region,deal-perf-v2-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com,5432,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",2022-06-27 13:25:02+00:00,us-west-1c,7300.0,stopped,nan,nan,20000.0
deal-perf-v2-prod-1,db.r5.4xlarge,postgres,available,gds_admin,deal_perf_v2_prod,6000,2021-04-21 09:19:17.978000+00:00,03:00-06:00,0,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1a,mon:00:00-mon:03:00,True,11.15,False,[],postgresql-license,"[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]",False,io1,0,nan,False,nan,db-DAKXZIVWZCLJD26U3TX4OHTVEU,rds-ca-2019,[],True,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-DAKXZIVWZCLJD26U3TX4OHTVEU,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,nan,arn:aws:rds:us-west-1:497256801702:db:deal-perf-v2-prod-1,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,nan,True,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/deal_performance_service_v2'}, {'Key': 'TenantTeam', 'Value': 'core-ranking-team@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'deal_performance_service_v2'}, {'Key': 'environment', 'Value': 'deal-perf-v2-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-29219'}]",False,region,deal-perf-v2-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com,5432,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,us-west-1c,7300.0,stopped,deal-perf-v2-prod,"[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]",20000.0
deal-perf-v2-prod-2,db.r5.4xlarge,postgres,available,gds_admin,deal_perf_v2_prod,6000,2021-07-29 18:58:02.235000+00:00,03:00-06:00,0,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1a,mon:00:00-mon:03:00,True,11.15,False,[],postgresql-license,"[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]",False,io1,0,nan,False,nan,db-3NRQTK2LIT3I2YXYAXGYMJZB4Q,rds-ca-2019,[],True,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-3NRQTK2LIT3I2YXYAXGYMJZB4Q,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,nan,arn:aws:rds:us-west-1:497256801702:db:deal-perf-v2-prod-2,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,nan,True,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/deal_performance_service_v2'}, {'Key': 'TenantTeam', 'Value': 'core-ranking-team@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'deal_performance_service_v2'}, {'Key': 'environment', 'Value': 'deal-perf-v2-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-29219'}]",False,region,deal-perf-v2-prod-2.czlsgz0xic0p.us-west-1.rds.amazonaws.com,5432,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,us-west-1c,7300.0,stopped,deal-perf-v2-prod,"[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]",20000.0
deal-perf-v2-prod-3,db.r5.4xlarge,postgres,available,gds_admin,deal_perf_v2_prod,6000,2021-07-29 18:57:54.445000+00:00,03:00-06:00,0,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1a,mon:00:00-mon:03:00,True,11.15,False,[],postgresql-license,"[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]",False,io1,0,nan,False,nan,db-ANYL5PC6Z3LUVJ4TBUOUDDSUS4,rds-ca-2019,[],True,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-ANYL5PC6Z3LUVJ4TBUOUDDSUS4,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,nan,arn:aws:rds:us-west-1:497256801702:db:deal-perf-v2-prod-3,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,nan,True,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/deal_performance_service_v2'}, {'Key': 'TenantTeam', 'Value': 'core-ranking-team@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'deal_performance_service_v2'}, {'Key': 'environment', 'Value': 'deal-perf-v2-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-29219'}]",False,region,deal-perf-v2-prod-3.czlsgz0xic0p.us-west-1.rds.amazonaws.com,5432,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,us-west-1c,7300.0,stopped,deal-perf-v2-prod,"[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]",20000.0
dealservice-prod-0,db.r6g.8xlarge,aurora-mysql,available,gds_admin,dealservice_prod_archive,1,2022-01-31 14:07:05.172000+00:00,10:13-10:43,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1a,thu:09:07-thu:09:37,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,dealservice-prod,False,nan,db-FZKRE7EYDJ6KMKOEM2TD7R4A6Y,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-FZKRE7EYDJ6KMKOEM2TD7R4A6Y,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:dealservice-prod-0,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/deal-platform'}, {'Key': 'TenantTeam', 'Value': 'deal-catalog-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'deal-platform'}, {'Key': 'environment', 'Value': 'dealservice-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-32269'}]",False,region,dealservice-prod-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
dealservice-prod-1,db.r6g.8xlarge,aurora-mysql,available,gds_admin,dealservice_prod_archive,1,2022-01-31 13:57:16.239000+00:00,10:13-10:43,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1c,sun:11:02-sun:11:32,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,dealservice-prod,False,nan,db-5HRUUSP7OZUNCCLIUE3NRUCYT4,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-5HRUUSP7OZUNCCLIUE3NRUCYT4,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:dealservice-prod-1,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/deal-platform'}, {'Key': 'TenantTeam', 'Value': 'deal-catalog-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'deal-platform'}, {'Key': 'environment', 'Value': 'dealservice-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-32269'}]",False,region,dealservice-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
dealservice-prod-2,db.r6g.8xlarge,aurora-mysql,available,gds_admin,dealservice_prod_archive,1,2022-06-20 08:16:34.897000+00:00,10:13-10:43,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1a,mon:09:56-mon:10:26,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,dealservice-prod,False,nan,db-6LESEIUEU6TZFAJP3QGQJF67EI,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-6LESEIUEU6TZFAJP3QGQJF67EI,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:dealservice-prod-2,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/deal-platform'}, {'Key': 'TenantTeam', 'Value': 'deal-catalog-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'deal-platform'}, {'Key': 'environment', 'Value': 'dealservice-prod'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-32269'}]",False,region,dealservice-prod-2.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
dealservice-prod-archive-0,db.r6g.8xlarge,aurora-mysql,available,gds_admin,dealservice_prod_archive,1,2022-01-20 10:10:07.884000+00:00,06:47-07:17,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-large', 'ParameterApplyStatus': 'in-sync'}]",us-west-1c,mon:11:05-mon:11:35,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,dealservice-prod-archive,False,nan,db-H3XE6PUYYQOV3BTDCXJUU5XVK4,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-H3XE6PUYYQOV3BTDCXJUU5XVK4,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:dealservice-prod-archive-0,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/deal-platform'}, {'Key': 'TenantTeam', 'Value': 'deal-catalog-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'deal-platform'}, {'Key': 'environment', 'Value': 'dealservice-prod-archive'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-32269'}]",False,region,dealservice-prod-archive-0.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
dealservice-prod-archive-1,db.r6g.8xlarge,aurora-mysql,available,gds_admin,dealservice_prod_archive,1,2022-01-20 10:19:56.504000+00:00,06:47-07:17,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-aurora-mysql57-large', 'ParameterApplyStatus': 'in-sync'}]",us-west-1a,sun:08:50-sun:09:20,False,5.7.mysql_aurora.2.10.1,False,[],general-public-license,"[{'OptionGroupName': 'default:aurora-mysql-5-7', 'Status': 'in-sync'}]",False,aurora,0,dealservice-prod-archive,False,nan,db-KBOM2JGWUESPZH7CXCEMHQ5TSA,rds-ca-2019,[],False,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-KBOM2JGWUESPZH7CXCEMHQ5TSA,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,0.0,arn:aws:rds:us-west-1:497256801702:db:dealservice-prod-archive-1,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,['slowquery'],False,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/deal-platform'}, {'Key': 'TenantTeam', 'Value': 'deal-catalog-dev@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'deal-platform'}, {'Key': 'environment', 'Value': 'dealservice-prod-archive'}, {'Key': 'Service', 'Value': 'daas_mysql'}, {'Key': 'jira', 'Value': 'GDS-32269'}]",False,region,dealservice-prod-archive-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com,3306,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,nan,nan,nan,nan,nan,nan
decision-engine-prod,db.r5.large,postgres,available,gds_admin,decision_engine_prod,93,2021-03-31 05:29:30.071000+00:00,03:00-06:00,35,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1c,mon:00:00-mon:03:00,True,11.15,False,['decision-engine-prod-1'],postgresql-license,"[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]",False,gp2,0,nan,False,nan,db-HHLXAPA7HKI5TEZROL2S5ETMYM,rds-ca-2019,[],True,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-HHLXAPA7HKI5TEZROL2S5ETMYM,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,nan,arn:aws:rds:us-west-1:497256801702:db:decision-engine-prod,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,nan,True,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/campaign_decision_engine'}, {'Key': 'TenantTeam', 'Value': 'pmp-engineering@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'campaign_decision_engine'}, {'Key': 'environment', 'Value': 'decision-engine-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-28048'}]",False,region,decision-engine-prod.czlsgz0xic0p.us-west-1.rds.amazonaws.com,5432,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",2022-06-27 13:24:32+00:00,us-west-1a,1000.0,stopped,nan,nan,nan
decision-engine-prod-1,db.r5.large,postgres,available,gds_admin,decision_engine_prod,50,2021-03-31 05:47:30.267000+00:00,03:00-06:00,0,[],"[{'VpcSecurityGroupId': 'sg-0885a4ff24ced5962', 'Status': 'active'}]","[{'DBParameterGroupName': 'ipg-postgres11-small', 'ParameterApplyStatus': 'in-sync'}]",us-west-1c,mon:00:00-mon:03:00,True,11.15,False,[],postgresql-license,"[{'OptionGroupName': 'default:postgres-11', 'Status': 'in-sync'}]",False,gp2,0,nan,False,nan,db-G4IEIZJFEQSHV6Q3XRL7K3YXRA,rds-ca-2019,[],True,5,arn:aws:logs:us-west-1:497256801702:log-group:RDSOSMetrics:log-stream:db-G4IEIZJFEQSHV6Q3XRL7K3YXRA,arn:aws:iam::497256801702:role/grpn_all_rds_enhanced_monitoring,nan,arn:aws:rds:us-west-1:497256801702:db:decision-engine-prod-1,False,True,arn:aws:kms:us-west-1:497256801702:key/19854482-f528-4825-a8d2-9b4d7f501ae6,7.0,nan,True,[],"[{'Key': 'service_portal', 'Value': 'https://services.groupondev.com/services/campaign_decision_engine'}, {'Key': 'TenantTeam', 'Value': 'pmp-engineering@groupon.com'}, {'Key': 'Owner', 'Value': 'gds@groupon.com'}, {'Key': 'TenantService', 'Value': 'campaign_decision_engine'}, {'Key': 'environment', 'Value': 'decision-engine-prod'}, {'Key': 'Service', 'Value': 'daas_postgres'}, {'Key': 'jira', 'Value': 'GDS-28048'}]",False,region,decision-engine-prod-1.czlsgz0xic0p.us-west-1.rds.amazonaws.com,5432,Z10WI91S59XXQN,sgroup-1,Managed by Terraform,vpc-0a38df8f4ac2b624c,Complete,"[{'SubnetIdentifier': 'subnet-09c699f46d7f3898e', 'SubnetAvailabilityZone': {'Name': 'us-west-1a'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}, {'SubnetIdentifier': 'subnet-043d0ea85ff9bf10e', 'SubnetAvailabilityZone': {'Name': 'us-west-1c'}, 'SubnetOutpost': {}, 'SubnetStatus': 'Active'}]",NaT,us-west-1a,1000.0,stopped,decision-engine-prod,"[{'StatusType': 'read replication', 'Normal': True, 'Status': 'replicating'}]",nan
